병원이름,주소,응급의료기관 종류,전화번호 1,전화번호 3,위도,경도
선한병원,광주광역시 서구 무진대로 975 (광천동),응급실운영신고기관,062-466-1000,062-466-1119,35.161551665649306,126.88702689023857
성가롤로병원,전라남도 순천시 순광로 221 (조례동),권역응급의료센터,061-720-2000,061-720-6119,34.9634252378637,127.542308899549
성남시의료원,"경기도 성남시 수정구 수정로171번길 10, 성남시의료원 (태평동)",지역응급의료센터,031-738-7000,031-738-7300,37.44498428779224,127.13905704599767
성남중앙병원,경기도 성남시 중원구 산성대로476번길 12 (금광동),지역응급의료기관,031-743-3000,031-799-5599,37.4528032109466,127.16209535008764
성모윌병원,"경기도 성남시 수정구 성남대로 1171, 삼성화재빌딩 1층일부, 2~9층 (수진동)",응급실운영신고기관,031-751-2075,1833-5001,37.4344473895,127.1282853418
성심의료재단강동성심병원,서울특별시 강동구 성안로 150 (길동),지역응급의료센터,02-2224-2114,02-2224-2358,37.53598408220376,127.13526354631517
성심중앙병원,"경기도 평택시 안중읍 안현로서6길 16, 성심중앙병원",응급실운영신고기관,031-681-1119,031-681-1119,36.9840021910249,126.92773248728593
성애의료재단성애병원,"서울특별시 영등포구 여의대방로53길 22 (신길동, 성애병원)",지역응급의료센터,02-840-7114,02-840-7115,37.51205044957338,126.92236733617031
성주무강병원,경상북도 성주군 성주읍 성주읍3길 5-3,응급실운영신고기관,054-932-1212,054-932-1909,35.91869489182473,128.28669967111344
세란병원,서울특별시 종로구 통일로 256 (무악동),지역응급의료기관,02-737-0181,02-737-0181,37.57534016994642,126.9577071892358
세웅병원,부산광역시 금정구 서동로 162 (서동),응급실운영신고기관,051-500-9700,051-500-9671,35.214424760113644,129.10408278932294
세일병원,"부산광역시 동구 중앙대로 317 (초량동, 세일병원)",응급실운영신고기관,051-464-8110,051-460-5277,35.12484866424028,129.0445941872797
세종여주병원,"경기도 여주시 청심로 39, 세종여주병원 (하동)",지역응급의료기관,031-880-7700,031-880-7754,37.3013258027,127.6267201581
세종충남대학교병원,"세종특별자치시 보듬7로 20, 세종충남대학교병원 (도담동)",지역응급의료센터,1800-3114,044-995-3010,36.5195133641377,127.257942661368
송정사랑병원,"광주광역시 광산구 송도로 232 (송정동, 송정사랑병원)",응급실운영신고기관,062-949-9000,062-949-9119,35.13421179794,126.79736841847565
수원중앙병원,경기도 수원시 권선구 권선로 654 (권선동),응급실운영신고기관,031-229-9777,031-229-9888,37.259913344591446,127.0228408488501
순창군보건의료원,전북특별자치도 순창군 순창읍 교성로 135 (순창군보건의료원),지역응급의료기관,063-650-5321,063-650-5352,35.36714953529629,127.14386670292174
순천의료재단성남정병원,"경기도 성남시 수정구 수정로 76, 지하3~10층 (수진동)",지역응급의료기관,031-750-6000,031-750-6003,37.43962497395649,127.12863916535001
순천제일병원,전라남도 순천시 기적의도서관1길 3 (조례동),지역응급의료기관,061-720-3413,061-720-3800,34.95422459893048,127.52385648056844
순천중앙병원,전라남도 순천시 장명로 5 (장천동),지역응급의료기관,061-743-9021,061-749-5119,34.95165645129011,127.4844113418781
순천향대학교부속구미병원,"경상북도 구미시 1공단로 179 (공단동, (공단동))",지역응급의료센터,054-468-9114,054-468-9119,36.10286857919866,128.38265476387454
순천향대학교부속부천병원,경기도 부천시 원미구 조마루로 170 (중동),권역응급의료센터,032-621-5114,032-621-5117,37.49857073407877,126.76238239812001
순천향대학교부속서울병원,서울특별시 용산구 대사관로 59 (한남동),지역응급의료센터,02-709-9114,02-709-9117,37.53384172231443,127.00441798640304
시영의료재단 영동병원,경상남도 함안군 칠원읍 용산2길 45-13,응급실운영신고기관,055-586-2000,055-586-2000,35.308982637512486,128.51554361153526
신가병원,광주광역시 광산구 목련로 316 (신가동),지역응급의료기관,062-610-8702,062-610-8119,35.177619444444446,126.829800000000006
신촌연세병원,"서울특별시 마포구 서강로 110, 지2층~6층 (신수동)",응급실운영신고기관,02-337-7582,02-337-7582,37.5525892651719,126.933734666413
씨엠병원,"서울특별시 영등포구 영등포로36길 13 (영등포동4가, 충무병원)",응급실운영신고기관,02-2678-0001,070-4698-7811,37.518848328762154,126.90367981067837
아산충무병원,충청남도 아산시 문화로 381 (모종동),지역응급의료센터,041-536-6666,041-536-6519,36.779292504897654,127.01994885495239
아주대학교병원,경기도 수원시 영통구 월드컵로 164 (원천동),권역응급의료센터,031-219-5114,031-219-7777,37.2794477573662,127.04752107106702
안동성소병원,경상북도 안동시 서동문로 99 (금곡동),지역응급의료센터,054-857-2321,054-850-8282,36.56712693337398,128.72245351866203
안성성모병원,경기도 안성시 시장길 58 (서인동),지역응급의료기관,031-675-6007,031-675-8275,37.00610345894585,127.2708442991513
안은의료재단 부평세림병원,"인천광역시 부평구 부평대로 175 (청천동, 세림병원)",지역응급의료센터,032-509-5555,032-509-5777,37.50684250997099,126.71994675790395
양산부산대학교병원,경상남도 양산시 물금읍 금오로 20,권역응급의료센터,055-360-1000,055-360-1463,35.32781996751182,129.00588613550423
양주예쓰병원,경기도 양주시 회정로 103 (덕정동),응급실운영신고기관,031-825-5000,031-825-1119,37.83756356362081,127.06463890111564
양평병원,경기도 양평군 양평읍 중앙로 129,지역응급의료기관,031-770-5000,031-770-5176,37.493962635485616,127.50347093330032
에스포항병원,"경상북도 포항시 남구 희망대로 352 (이동, 에스포항병원)",지역응급의료기관,054-289-9000,054-289-9120,36.0348228983,129.3314002552
에이치제이매그놀리아국제병원,경기도 가평군 설악면 미사리로 267-177,응급실운영신고기관,031-589-4300,031-589-4465,37.69104512763415,127.52141322182567
엘병원,"경기도 남양주시 퇴계원읍 퇴계원로 20, 지하2~지상7층 일부제외호",지역응급의료기관,1899-3377,031-527-6119,37.6487334911668,127.141048740049
여수전남병원,"전라남도 여수시 좌수영로 49 (광무동, 전남병원)",지역응급의료기관,061-640-7575,061-640-7118,34.74501919502327,127.72808408876027
여수한국병원,전라남도 여수시 여천체육공원길 10 (신기동),응급실운영신고기관,061-689-9000,061-689-9119,34.761243178966986,127.67509537253795
여천전남병원,전라남도 여수시 무선로 95 (선원동),지역응급의료센터,061-690-6900,061-690-6118,34.76918041182927,127.65404273510529
연세대학교원주세브란스기독병원,강원특별자치도 원주시 일산로 20 (일산동),권역응급의료센터,033-741-0114,033-741-1641,37.34795543031888,127.9456453098751
연세대학교의과대학강남세브란스병원,"서울특별시 강남구 언주로 211, 강남세브란스병원 (도곡동)",지역응급의료센터,02-2019-3114,02-2019-3333,37.492806984645476,127.04631254186797
연세대학교의과대학세브란스병원,서울특별시 서대문구 연세로 50-1 (신촌동),지역응급의료센터,15991004,02-2227-7777,37.56211711412639,126.94082769649863
연세대학교의과대학용인세브란스병원,경기도 용인시 기흥구 동백죽전대로 363 (중동),지역응급의료센터,1899-1004,031-5189-9001,37.270775831978774,127.14818862464037
연세새로운병원,경기도 여주시 영릉로 22 (창동),응급실운영신고기관,031-885-7582,031-885-7582,37.289871650589454,127.63287952191527
연세에스병원,경상남도 창원시 진해구 해원로32번길 13 (이동),지역응급의료기관,055-548-7700,055-548-7789,35.1547321003,128.6983352518
연천군보건의료원,경기도 연천군 전곡읍 은대성로 95,지역응급의료기관,031-839-4001,031-839-4119,38.02374166666665,127.06124444444444
영광종합병원,"전라남도 영광군 영광읍 와룡로 3,",지역응급의료기관,061-350-8000,061-350-8129,35.2841836238628,126.498940298383
영남대학교병원,대구광역시 남구 현충로 170 (대명동),권역응급의료센터,053-623-8001,053-620-3177,35.84750592025217,128.58513118547506
영남대학교의과대학부속영천병원,경상북도 영천시 오수1길 10 (오수동),지역응급의료기관,0543389000,054-330-7575,35.957320739100794,128.91305328332228
영도병원,부산광역시 영도구 태종로 85 (대교동2가),지역응급의료기관,051-414-8101,051-419-7575,35.09227119620571,129.04053714557975
영암한국병원,전라남도 영암군 영암읍 오리정길 8,지역응급의료기관,061-470-7100,061-470-7118,34.794341315816496,126.70116990992957
영주기독병원,경상북도 영주시 구성로 380 (영주동),지역응급의료기관,054-635-6161,054-635-3050,36.82516126894279,128.62114810991983
영주자인병원,경상북도 영주시 대동로31번길 9 (가흥동),응급실운영신고기관,054-633-1131,,36.815947445861305,128.60561041705353
영주적십자병원,"경상북도 영주시 대학로 327-0 (가흥동,영주적십자병원)",지역응급의료기관,054-630-0100,054-630-0112,36.8252579707,128.6040034927
예산명지병원,충청남도 예산군 예산읍 신례원로 26,응급실운영신고기관,041-335-2255,041-335-5166,36.71373026149238,126.83416958942115
오산한국병원,경기도 오산시 밀머리로1번길 16 (원동),지역응급의료센터,031-379-8300,031-378-5119,37.14122844920573,127.07533756274843
오창중앙병원,충청북도 청주시 청원구 오창읍 중부로 683,응급실운영신고기관,043-218-0119,043-218-0119,36.70680258158961,127.42965176665307
온누리병원,경기도 안산시 단원구 선부로 201 (선부동),응급실운영신고기관,031-412-2200,031-412-2222,37.34182861904807,126.8175567728982
온누리병원,인천광역시 서구 완정로 199 (왕길동),지역응급의료기관,032-567-6200,032-568-9112,37.60280557009656,126.65430866269227
완도군노화읍보건지소,"전라남도 완도군 노화읍 노화로 813, 노화보건지소",응급실운영신고기관,061-550-6800,,34.17730585378432,126.57093792042261
완도대성병원,전라남도 완도군 완도읍 청해진동로 63,지역응급의료기관,061-553-1234,061-554-9500,34.31716999454396,126.73556371420687
우리들병원,서울특별시 강서구 하늘길 70 (과해동),응급실운영신고기관,02-2660-7500,02-2660-7057,37.56199597494205,126.7963653099318
운암한국병원,광주광역시 북구 북문대로 191 (운암동),지역응급의료기관,062-608-8000,062-608-8119,35.18513334103592,126.86956982285518
울릉군보건의료원,경상북도 울릉군 울릉읍 울릉순환로 396-18,지역응급의료기관,054-790-6871,054-790-6911,37.485886024545444,130.89947707708177
울산병원,울산광역시 남구 월평로171번길 13 (신정동),지역응급의료센터,052-259-5000,052-259-5119,35.54621707569275,129.32309962689618
울산엘리야병원,울산광역시 북구 호계로 285 (호계동),응급실운영신고기관,052-290-2100,052-290-2119,35.62891129475159,129.350630148322
울진군의료원,경상북도 울진군 울진읍 현내항길 71,지역응급의료기관,054-785-7000,054-785-7119,36.99264955966117,129.40949155236495
원광대학교병원,전북특별자치도 익산시 무왕로 895 (신동),권역응급의료센터,063-859-1114,063-859-1165,35.9642419612473,126.959306346821
원광대학교산본병원,경기도 군포시 산본로 321 (산본동),지역응급의료센터,031-390-2300,031-390-2345,37.359787179442414,126.93330716393871
원병원,경기도 남양주시 화도읍 경춘로 1943-16,응급실운영신고기관,031-590-3114,031-5903-1189,37.651957172510606,127.30437739416751
원주성모병원,강원특별자치도 원주시 소초면 치악로 2473,응급실운영신고기관,033-741-5000,033-741-5119,37.39364611118348,127.9845808143955
윤서병원,경기도 구리시 건원대로 47 (인창동),응급실운영신고기관,031-553-6650,031-564-2222,37.60519852568096,127.13961137900537
은평연세병원,서울특별시 은평구 연서로 177 (갈현동),응급실운영신고기관,02-388-8114,02-388-0119,37.6146922208583,126.917472218592
의)근원의료재단경산중앙병원,경상북도 경산시 경안로 11 (백천동),지역응급의료기관,053-715-0100,053-715-0119,35.80882731345708,128.7401572913474
의령병원,경상남도 의령군 의령읍 의병로14길 10,지역응급의료기관,055-573-4100,055-573-6806,35.31860563079656,128.2586798056445
의료법인 갑을의료재단 갑을녹산병원,부산광역시 강서구 녹산산단321로 24-8 (송정동),응급실운영신고기관,051-974-8300,051-974-8414,35.090573808412124,128.85332092602835
의료법인 거명의료재단 영광기독병원,전라남도 영광군 영광읍 신남로 265,지역응급의료기관,061-350-3000,061-350-3080,35.274959355007304,126.5108758767997
의료법인 거붕 백병원,경상남도 거제시 계룡로5길 14 (상동동),지역응급의료기관,055-733-0000,055-733-0180,34.873675809023304,128.62605696825915
의료법인 광혜의료재단 광혜병원,"부산광역시 동래구 충렬대로 96 (온천동, 광혜병원)",지역응급의료기관,051-503-2111,051-504-2119,35.207033333333335,129.071136111111116
의료법인 길의료재단 길병원,"인천광역시 남동구 남동대로774번길 21 (구월동, 가천대학교길병원)",권역응급의료센터,032-460-3548,032-460-3012,37.45208024654252,126.70916173607195
의료법인 대우의료재단대우병원,경상남도 거제시 두모길 16 (두모동),지역응급의료기관,055-680-8114,055-680-8119,34.87222152119712,128.72216421007292
의료법인 루가의료재단 나은병원,"인천광역시 서구 원적로 23 (가좌동, 원적로 27번길 11(가좌동))",지역응급의료센터,032-584-0114,032-584-4119,37.4890534064866,126.679450677348
의료법인 박애의료재단 박애병원,경기도 평택시 평택2로20번길 3 (평택동),지역응급의료기관,031-652-2121,031-650-9219,36.99308383421509,127.08907896026507
의료법인 성념의료재단맑은샘병원,경상남도 거제시 연초면 거제대로 4477,지역응급의료기관,055-736-1004,055-736-0119,34.89793483097861,128.64371778461182
의료법인 성수의료재단 인천백병원,인천광역시 동구 샛골로 214 (송림동),지역응급의료기관,032-765-7070,032-280-8119,37.4772581429266,126.648504056866
의료법인 센텀의료재단 센텀종합병원,부산광역시 수영구 수영로679번길 8 (광안동),지역응급의료기관,051-750-5000,051-750-5119,35.16637129021226,129.11466833709284
의료법인 영제 의료재단 엔케이세종병원,"세종특별자치시 한누리대로 161, 세종시 NK리움힐 상가 1~8층 (나성동)",지역응급의료기관,044-850-7700,044-850-7705,36.47962250753158,127.26225618927695
의료법인 온그룹의료재단 온종합병원,"부산광역시 부산진구 가야대로 719, 767, 721, 본관 지하3~5층, 본관 6~11층 전부, 본관 12층 일부, 본관 13~14층 전부, (당감동)",지역응급의료센터,051-607-0133,051-607-0139,35.15787735996765,129.04998435792845
의료법인 우범의료재단 장흥종합병원,전라남도 장흥군 장흥읍 흥성로 74,지역응급의료기관,061-862-8300,061-860-1119,34.67726071666993,126.91093606650924
의료법인 은성의료재단 좋은강안병원,부산광역시 수영구 수영로 493 (남천동),지역응급의료기관,051-625-0900,051-610-9119,35.15015905669445,129.11072434834875
의료법인 이도의료재단 남해병원,경상남도 남해군 남해읍 화전로 169,지역응급의료기관,055-863-2201,055-860-6630,34.84640603127717,127.89425156305387
의료법인 인당의료재단 부민병원,부산광역시 북구 만덕대로 59 (덕천동),지역응급의료기관,051-330-3000,051-330-3129,35.211914318056756,129.01121232860873
의료법인 인당의료재단 해운대부민병원,부산광역시 해운대구 해운대로 584 (우동),지역응급의료기관,051-602-8000,051-602-8119,35.16142040775608,129.1556561002225
의료법인 일심의료재단 포천우리병원,경기도 포천시 소흘읍 호국로 661,지역응급의료기관,031-542-0222,031-541-8282,37.827495913257785,127.1481437183119
의료법인 중앙의료재단 중앙병원,"제주특별자치도 제주시 월랑로 91-0 (이호이동,중앙병원)",지역응급의료센터,064786-7000,064-786-7777,33.492346148279836,126.47058708143306
의료법인 행도의료재단 해동병원,부산광역시 영도구 태종로 133 (봉래동3가),지역응급의료기관,051-412-6161,051-410-6688,35.09194298219175,129.04386428258525
의료법인 현경의료재단 광양서울병원,전라남도 광양시 진등길 93 (마동),지역응급의료기관,061-798-9800,061-798-9819,34.957912006875524,127.69055714590516
의료법인 혜인의료재단 한국병원,제주특별자치도 제주시 서광로 193 (삼도일동),지역응급의료기관,064-750-0000,064-750-0160,33.500185921027,126.51698873048466
의료법인갈렌의료재단박병원,경기도 평택시 송탄로 33 (장당동),지역응급의료기관,031-666-2600,031-662-4119,37.0482647009,127.05700385749999
의료법인갑을의료재단 갑을장유병원,경상남도 김해시 장유로 167-13 (부곡동),지역응급의료기관,055-310-6000,055-310-6119,35.208667155880995,128.80564300531228
의료법인강릉동인병원,강원특별자치도 강릉시 강릉대로419번길 42 (포남동),지역응급의료센터,033-650-6113,033-650-6105,37.77432579461282,128.90714180258507
의료법인건명의료재단중앙제일병원,충청북도 진천군 진천읍 중앙북로 36,지역응급의료기관,043-533-1711,043-537-9119,36.858487476286044,127.44050791116805
의료법인구의료재단구병원,대구광역시 달서구 감삼북길 141 (감삼동),지역응급의료기관,053-560-9016,053-557-7119,35.85082313699737,128.54148303217695
의료법인나사렛의료재단나사렛국제병원,"인천광역시 연수구 먼우금로 98 (동춘동, 나사렛국제병원)",지역응급의료센터,032-899-9999,032-899-9699,37.4079911136402,126.67046935782248
의료법인남촌의료재단시화병원,"경기도 시흥시 군자천로 381, 시화병원 (정왕동)",지역응급의료센터,1811-7000,031-5189-0567,37.349955639806,126.736970968751
의료법인녹산의료재단동수원병원,경기도 수원시 팔달구 중부대로 165 (우만동),지역응급의료센터,031-210-0114,031-210-0119,37.27816562305189,127.0343637912553
의료법인대광의료재단괴산성모병원,충청북도 괴산군 괴산읍 임꺽정로 116-0 (괴산성모병원),지역응급의료기관,043-830-5400,043-830-5419,36.81544387632933,127.78424628538971
의료법인대남의료재단청도대남병원,경상북도 청도군 화양읍 청화로 79-7,지역응급의료기관,054-373-0606,054-370-5112,35.64871261648798,128.73711323398672
의료법인대산의료재단익산병원,전북특별자치도 익산시 무왕로 969 (신동),지역응급의료센터,063-840-9114,063-840-9112,35.96168123354797,126.96649966881398
의료법인대인의료재단다니엘종합병원,"경기도 부천시 원미구 중동로 361, 다니엘종합병원 (약대동)",지역응급의료기관,032-670-0001,032-670-0119,37.512321557883574,126.76948894065183
의료법인덕산의료재단김천제일병원,경상북도 김천시 신음1길 12 (신음동),지역응급의료센터,054-420-9300,054-420-9500,36.135341995663524,128.11882383545816
의료법인동강의료재단동강병원,울산광역시 중구 태화로 239 (태화동),지역응급의료센터,052-241-1114,052-241-1190,35.55340950863559,129.30194290200077
의료법인동강의료재단동천동강병원,"울산광역시 중구 외솔큰길 215 (남외동, 동천동강병원)",응급실운영신고기관,052-702-3114,052-702-3456,35.5685460268,129.350477985
의료법인동신의료재단동신병원,"서울특별시 서대문구 연희로 272, 동신병원 본관동 (홍은동)",지역응급의료기관,02-396-9161,02-396-9161,37.58110428173239,126.93658306608872
의료법인동춘의료재단문경제일병원,경상북도 문경시 당교3길 25 (모전동),지역응급의료센터,054-550-7700,054-550-7777,36.5848214366,128.189771534
의료법인동해동인병원,"강원특별자치도 동해시 하평로 26-  (평릉동, (평릉동))",지역응급의료기관,033-530-0114,033-530-0129,37.530006805605616,129.1074043067605
의료법인록향의료재단신천연합병원,"경기도 시흥시 복지로 57, 복지로 61, 2층 (대야동)",지역응급의료기관,031-310-6300,031-310-6661,37.44454605843136,126.78938385106555
의료법인명성의료재단영양병원,경상북도 영양군 영양읍 동서대로 75,응급실운영신고기관,054-682-0727,054-682-3866,36.66257764096643,129.1173135291313
의료법인명인의료재단화홍병원,경기도 수원시 권선구 호매실로90번길 98 (호매실동),지역응급의료센터,031-278-0119,031-8021-6829,37.2601427452511,126.963891671858
의료법인명지의료재단명지병원,"충청북도 제천시 내토로 991-0 (고암동,의료법인명지의료재단명지병원)",지역응급의료센터,043-640-8114,043-640-8117,37.163005764289196,128.23405656001105
의료법인명지의료재단명지병원,경기도 고양시 덕양구 화수로14번길 55 (화정동),권역응급의료센터,031-810-5114,031-810-7119,37.64207169115689,126.83145733035825
의료법인목포구암의료재단 목포중앙병원,전라남도 목포시 영산로 627 (석현동),지역응급의료센터,061-280-3000,061-280-3119,34.8208073192579,126.421380872161
의료법인바른의료재단바른병원,경상남도 진주시 동진로 7 (칠암동),응급실운영신고기관,055-790-3000,055-790-3651,35.179208158439586,128.09170475475878
의료법인백송의료재단굿모닝병원,경기도 평택시 중앙로 338 (합정동),지역응급의료센터,031-5182-7700,031-5182-7582,36.9905734199,127.120463688
의료법인백제병원,충청남도 논산시 시민로294번길 14 (취암동),지역응급의료센터,041-733-2191,041-730-8888,36.19250243074026,127.09436976296005
의료법인백천의료재단바로본병원,대구광역시 동구 국채보상로 769 (신천동),응급실운영신고기관,1644-8575,053-721-8549,35.86845464452633,128.61518371219722
의료법인보광의료재단속초보광병원,강원특별자치도 속초시 중앙로 11 (교동),지역응급의료기관,033-639-8500,033-639-8988,38.198021245336555,128.57838660480326
의료법인삼백의료재단상주성모병원,경상북도 상주시 냉림서성길 7 (냉림동),지역응급의료기관,054-532-5001,054-530-7811,36.42029125774357,128.15973341130405
의료법인삼호의료재단벌교삼호병원,전라남도 보성군 벌교읍 남하로 12,지역응급의료기관,061-859-5000,061-859-5119,34.833846754024535,127.34573228719377
의료법인생명사랑의료재단밀양윤병원,경상남도 밀양시 삼문중앙로 32 (삼문동),지역응급의료기관,055-354-2200,055-802-7313,35.48468031922943,128.75564526263582
의료법인서명의료재단세명종합병원,경상북도 경산시 경안로 208 (중방동),지역응급의료기관,053-819-8800,053-819-8500,35.82621911080917,128.7374074375532
의료법인서울효천의료재단에이치플러스양지병원,"서울특별시 관악구 남부순환로 1636, 양지병원 (신림동)",지역응급의료센터,02-1877-8875,070-4665-9119,37.48427507045319,126.93253922577287
의료법인서준의료재단예천권병원,경상북도 예천군 예천읍 시장로 136,지역응급의료기관,054-654-6611,054-650-2119,36.65741644988633,128.45890491333589
의료법인서해병원,충청남도 서천군 서천읍 서천로 184,지역응급의료기관,041-951-8282,041-950-0219,36.08449428686221,126.6875810614244
의료법인석경의료재단센트럴병원,"경기도 시흥시 공단1대로 237 (정왕동, 센트럴 병원)",지역응급의료기관,031-8041-3000,031-8041-3019,37.336409472880064,126.72768862827666
의료법인석영의료재단창원제일종합병원,경상남도 창원시 마산합포구 3·15대로 238 (중앙동3가),응급실운영신고기관,055-223-9000,055-249-7777,35.199036071110854,128.56772923734115
의료법인석천재단고창병원,전북특별자치도 고창군 고창읍 화신1길 9,지역응급의료기관,063-560-5600,063-560-5558,35.43645131091079,126.69331814963527
의료법인성광의료재단일산차병원,"경기도 고양시 일산동구 중앙로 1205, 지하1층(일부),지하2층,지하4층(일부),1층(일부),2층(일부),3층(일부),4~5층,6층(일부), 7~10층 (장항동)",지역응급의료기관,031-782-8300,031-782-8587,37.65413326289407,126.77574306091104
의료법인성심의료재단양구성심병원,강원특별자치도 양구군 양구읍 중심로 160,지역응급의료기관,033-480-8803,033-480-8816,38.1047788862656,127.99119726275
의료법인성지의료재단성지병원,강원특별자치도 원주시 원일로 22 (인동),지역응급의료기관,033-760-3101,033-760-3119,37.3452989790958,127.954009227598
의료법인성화의료재단대한병원,"서울특별시 강북구 도봉로 301 (수유동, 대한병원)",응급실운영신고기관,02-903-3232,02-905-9110,37.63547043209498,127.02267251878474
의료법인송암의료재단마이크로병원,충청북도 청주시 흥덕구 사직대로 26 (복대동),응급실운영신고기관,043-265-0071,070-7038-2717,36.63402150390528,127.45009452402523
의료법인송은의료재단울산시티병원,울산광역시 북구 산업로 1007 (연암동),지역응급의료센터,052-280-9000,052-280-9119,35.58285370330335,129.35905740278505
의료법인숭인의료재단 김해복음병원,경상남도 김해시 활천로 33 (삼정동),지역응급의료센터,055-330-8888,055-330-8844,35.2304897832,128.8935457971
의료법인승연의료재단 삼천포서울병원,경상남도 사천시 남일로 33 (동금동),지역응급의료기관,055-835-9900,055-830-9019,34.93302179207928,128.08012015415227
의료법인신안대우병원,전라남도 신안군 비금면 송치길 155-11,지역응급의료기관,061-262-3301,061-262-3309,34.722263099542104,125.93256566497465
의료법인신의료재단김해삼승병원,경상남도 김해시 김해대로 2335 (부원동),응급실운영신고기관,055-310-7700,055-310-7777,35.226730571,128.8821901808
의료법인안동병원,경상북도 안동시 앙실로 11 (수상동),권역응급의료센터,054-840-1004,054-840-0119,36.54691448006022,128.70097021920307
의료법인양진의료재단평택성모병원,경기도 평택시 평택로 284 (세교동),지역응급의료센터,1800-8800,070-5012-0119,37.008809910565546,127.07371568769603
의료법인에스엠씨의료재단울산세민병원,울산광역시 중구 학성로 184 (학성동),응급실운영신고기관,052-290-0114,052-290-0119,35.556584160908145,129.33096884743864
의료법인영경의료재단전주병원,"전북특별자치도 전주시 완산구 한두평3길 13 (중화산동2가, 전주병원)",지역응급의료센터,063-220-7200,063-226-6119,35.81502660230338,127.1247991889436
의료법인영경의료재단호성전주병원,전북특별자치도 전주시 덕진구 동부대로 895 (호성동1가),지역응급의료기관,063-240-8800,063-240-8862,35.865528416459995,127.14790290638277
의료법인영동의료재단의정부백병원,경기도 의정부시 금신로 322 (신곡동),지역응급의료기관,031-856-8111,031-842-1211,37.74536735722315,127.06206709820381
의료법인영서의료재단천안충무병원,충청남도 천안시 서북구 다가말3길 8 (쌍용동),지역응급의료센터,041-570-7555,041-570-7519,36.79739687904163,127.13157820432319
의료법인영성의료재단고흥종합병원,전라남도 고흥군 고흥읍 고흥로 1935,지역응급의료기관,061-832-1911,061-830-3118,34.620393082853,127.293713733344
의료법인영암의료재단고령영생병원,경상북도 고령군 대가야읍 중앙로 33 (영생병원),지역응급의료기관,054-955-2661,070-7475-0024,35.72995531573922,128.27201138885076
의료법인영제의료재단영남제일병원,경상북도 의성군 안계면 용기4길 36,지역응급의료기관,054-861-9111,054-861-9111,36.38925516777733,128.43429486266444
의료법인영훈의료재단대전선병원,"대전광역시 중구 목중로 29 (목동, 선병원)",지역응급의료센터,042-220-8000,042-220-8129,36.3359621088938,127.41011056508802
의료법인영훈의료재단유성선병원,대전광역시 유성구 북유성대로 93 (지족동),지역응급의료센터,042-609-1000,042-609-1119,36.37535496572087,127.32491359339663
의료법인예당의료재단예산종합병원,충청남도 예산군 예산읍 금오대로 94,지역응급의료기관,041-330-4000,041-330-4119,36.69111403683895,126.83810397105952
의료법인오성의료재단동군산병원,전북특별자치도 군산시 조촌로 149 (조촌동),지역응급의료센터,063-440-0570,063-440-0516,35.97740074466571,126.73719225835914
의료법인왜관병원,경상북도 칠곡군 왜관읍 군청2길 10,응급실운영신고기관,054-971-1002,054-971-1004,35.996063888888891,128.401522222222212
의료법인우리의료재단김포우리병원,"경기도 김포시 감암로 11, 김포우리병원 (걸포동)",지역응급의료센터,031-999-1000,031-999-1119,37.632530143647166,126.7105272263707
의료법인원광의료재단원광종합병원,경기도 화성시 화산북로 21 (송산동),지역응급의료기관,031-8077-7200,031-8077-7219,37.2100621333,127.0080345889
의료법인은성의료재단좋은삼선병원,"부산광역시 사상구 가야대로 326, 좋은삼선병원 (주례동)",지역응급의료센터,051-322-0900,051-310-9119,35.1505677387241,129.0081978825217
의료법인은성의료재단좋은삼정병원,울산광역시 남구 북부순환도로 51 (무거동),지역응급의료기관,052-220-7500,052-220-7600,35.55282641650826,129.26899792409964
의료법인은성의료재단좋은선린병원,경상북도 포항시 북구 대신로 43 (대신동),지역응급의료기관,054-245-5000,054-245-5200,36.048089061494764,129.36704339734024
의료법인은혜와감사의료재단화성중앙종합병원,경기도 화성시 향남읍 발안로 5,지역응급의료기관,031-352-8114,031-371-7998,37.13118966594901,126.910365631779
의료법인인봉의료재단뉴고려병원,"경기도 김포시 김포한강3로 283, 뉴고려병원 (장기동)",지역응급의료센터,031-998-8129,031-980-9119,37.64095507933562,126.66022763544733
의료법인인봉의료재단영등포병원,서울특별시 영등포구 당산로31길 10 (당산동3가),응급실운영신고기관,02-2635-2809,02-2632-0013,37.526858089517,126.89561402986
의료법인인성의료재단한림병원,인천광역시 계양구 장제로 722 (작전동),지역응급의료센터,032-540-9114,032-540-9119,37.53218449100167,126.73435495537973
의료법인인성의료재단함평성심병원,"전라남도 함평군 함평읍 영수길 132, 함평성심병원",응급실운영신고기관,061-324-0001,061-324-0072,35.061886111111114,126.519805555555550
의료법인인화재단한국병원,충청북도 청주시 상당구 단재로 106 (영운동),지역응급의료센터,043-222-7000,043-222-6177,36.61950588971749,127.49659485930336
의료법인일산복음병원,"경기도 고양시 일산동구 고양대로 760, 가동 (중산동, 일산복음병원)",응급실운영신고기관,031-977-5000,031-929-0330,37.68205457051212,126.7801254241406
의료법인자산의료재단제천서울병원,충청북도 제천시 숭문로 57 (서부동),지역응급의료센터,043-642-7606,043-643-2327,37.13857101389598,128.20613928597677
의료법인자인의료재단(더자인병원),"경기도 고양시 덕양구 중앙로 555, /중앙로557번길 14, 지하1(일부),1-6층 (행신동)",응급실운영신고기관,031-930-3114,031-930-3119,37.62297864974611,126.83568238933726
